track_id,year,key,key_confidence,time_signature,time_signature_confidence,mode,mode_confidence,end_of_fade_in,start_of_fade_out,energy,duration,danceability,tempo,loudness,top100
TRMGNJN12903CB5F0C,2008,6,0.139,4,1,0,0.535,2.241,132.04,0,142.62812,0,100.226,-14.547,no
TRMGNAK12903CC4A1F,1995,4,0.538,4,0.725,1,0.585,0.109,232.24,0,243.93098,0,84.911,-14.367,no
TRMGNYH12903C969AA,0,1,0.765,1,0,1,0.56,0.357,179.235,0,182.43873,0,140.286,-20.21,no
TRMGNJG128F92FBC4E,0,4,0.733,4,0.224,0,0.715,3.541,176.878,0,186.09587,0,130.879,-11.466,no
TRMGPHZ128F4296E8E,0,6,0.39,4,0.846,1,0.484,0,333.264,0,344.29342,0,100.792,-15.503,no
TRMGPML128F92F456C,2007,10,0.499,4,0.108,1,0.574,0,314.305,0,314.30485,0,64.106,-7.555,no
TRMGPYP128F92C641B,1980,9,0.349,4,0.072,0,0.412,0,239.404,0,244.55791,0,143.025,-7.573,no
TRMGPFA128F934B9C9,1979,11,0.76,1,0,1,0.574,0.195,92.16,0,94.9024,0,165.568,-8.918,no
TRMGPJO128F4266E9C,0,3,0.474,4,0.44,1,0.552,3.727,136.795,0,139.88526,0,109.606,-14.292,no
TRMGPRI128F92FEB3D,0,1,0.237,4,0.327,0,0.55,0,145.058,0,145.05751,0,82.575,-25.83,no
TRMGPAQ128E078F39F,2005,3,0.747,3,0.821,0,0.539,0.207,256.598,0,264.12363,0,101.868,-5.492,no
TRMGPTO12903CD3EFD,0,6,0.035,4,0.903,0,0.224,0.461,309.487,0,313.46893,0,137.004,-7.2,no
TRMGPAU128F421FE0C,0,8,0.743,4,0.25,1,0.648,0.328,230.087,0,237.53098,0,148.8,-4.015,no
TRMGPLB128F930B739,0,9,0.464,4,0.57,1,0.411,1.019,297.918,0,300.25098,0,111.551,-6.868,no
TRMGPEE128F4288A71,1974,8,0.724,5,0,1,0.466,0.067,383.965,0,395.49342,0,88.25,-8.843,no
TRMGPHB128F426FA5E,0,6,0.237,1,0.661,1,0.43,0.529,285.867,0,299.98975,0,232.901,-12.934,no
TRMGPXY128F92EBDA3,0,1,0.807,3,0.527,0,0.712,0,222.378,0,231.13098,0,101.314,-6.979,no
TRMGPTG128F92F8F8F,1996,0,0,4,0,0,0.014,0,305.958,0,323.81342,0,141.606,-7.632,no
TRMGPKH128F933E4A2,0,7,0.957,1,0,1,0.615,0.322,150.703,0,157.23057,0,132.288,-13.686,no
TRMGPAY128F9329436,0,7,0.537,4,0.787,1,0.622,0.264,230.168,0,238.18404,0,115.054,-5.613,no
TRMGPDK128F931E305,0,10,0.517,4,0.634,0,0.57,0,236.298,0,238.86322,0,93.015,-5.478,no
TRMGPJB12903CBFC7B,2010,6,0.622,3,0.926,1,0.612,0.189,200.301,0,212.84526,0,85.179,-12.588,no
TRMGPFD128F146909C,1979,7,0.739,1,0,1,0.591,2.322,137.822,0,141.92281,0,189.281,-10.43,no
TRMGPIW128F4230B17,1997,5,0.151,4,0,1,0.15,0.119,237.25,0,253.33506,0,135.551,-8.226,no
TRMGPFX128F9312851,2007,7,0,4,0.468,1,0.366,0,130.63,0,136.35873,0,86.458,-7.492,no
TRMGPKS128F425EFCE,1988,0,0.522,4,0,1,0.45,1.486,174.852,0,180.97587,0,130.685,-12.714,no
TRMGPUI12903CF5188,0,10,0.931,4,0.182,0,0.763,0.24,229.901,0,238.36689,0,93.032,-6.686,no
TRMGPML128F4293ABD,0,10,0.559,4,0,1,0.454,0,150.987,0,150.9873,0,131.622,-16.745,no
TRMGPVF128F42ADCEE,1997,0,0.603,4,0,1,0.483,0.304,212.335,0,221.3873,0,130.035,-8.146,no
TRMGPIK12903CD5284,0,9,0.039,4,0,1,0.39,0,127.712,0,127.7122,0,119.688,-10.791,no
TRMGPXD128F9314FCC,2007,2,0.511,5,0.863,1,0.262,0,315.663,0,315.66322,0,90.657,-7.201,no
TRMGPCC128F93372F2,0,10,0.369,1,0.565,1,0.309,0,265.81,0,271.67302,0,85.281,-10.815,no
TRMGPSU128F9333B4F,0,7,0.54,1,0.127,1,0.546,0,290.952,0,297.29914,0,172.616,-7.636,no
TRMGPNS128F425933A,1996,4,0.159,4,0,0,0.348,2.688,275.534,0,288.57424,0,162.873,-7.533,no
TRMGPKT128F9343049,0,3,0.071,1,0,1,0.297,0.131,175.621,0,175.62077,0,191.41,-16.945,no
TRMGPCI128F427E064,1994,0,0.38,5,0.747,1,0.421,0,245.65,0,251.61098,0,130.69,-13.862,no
TRMGPNX128F4247DE3,0,7,0.847,4,0.945,1,0.524,0,259.17,0,266.70975,0,139.748,-9.217,no
TRMGPBR128F426AD0A,1996,7,0.441,4,0.388,1,0.457,0.235,214.953,0,234.13506,0,137.029,-13.883,no
TRMGPNC12903CA0975,0,7,0.266,1,0,1,0.359,0,297.68,0,304.69179,0,148.945,-12.432,no
TRMGPPG128F42715A1,2008,1,0,1,1,0,0.208,0.328,236.635,0,239.72526,0,83.962,-4.829,no
TRMGPOX128F4264CFA,2002,2,0,4,0,1,0,0,390.191,0,390.19057,0,66.966,-15.833,no
TRMGPVL128F93042E9,1992,10,0.5,4,0.475,1,0.386,0.298,241.842,0,260.72771,0,114.071,-10.667,no
TRMGPPZ12903C9F473,0,11,0.387,3,0.848,0,0.44,0.188,321.48,0,326.94812,0,170.003,-5.848,no
TRMGPYQ128F42A0490,1993,5,0.098,4,0,1,0.138,0,279.237,0,285.85751,0,148.044,-5.132,no
TRMGPXY128F931684E,1984,2,0.696,4,0.636,0,0.743,3.024,254.328,0,266.50077,0,77.221,-13.129,no
TRMGPOA128F14554C4,0,9,0.767,1,0,1,0.502,0,125.289,0,130.08934,0,126.973,-9.679,no
TRMGPYG128F93203C4,2007,2,0.422,4,0.965,0,0.581,0,321.382,0,327.88853,0,153.955,-5.137,no
TRMGTKR128F933996D,0,11,0.67,3,0.725,1,0.56,0,376.041,0,381.12608,0,90.008,-8.692,no
TRMGTJA128F421F8FF,0,4,0.393,4,0.609,0,0.533,0.387,174.962,0,184.16281,0,75.947,-8.948,no
TRMGTXS128F9342404,2009,2,0,7,0.604,1,0,11.314,314.828,0,327.8624,0,86.044,-14.222,no
TRMGTJM128F92D2538,1993,6,0.125,4,0.613,0,0.378,2.287,399.737,0,406.15138,0,140.855,-12.867,no
TRMGTKD128F425A96F,1985,10,0.468,4,0.585,1,0.475,2.009,211.476,0,225.51465,0,123.695,-3.778,no
TRMGTWR12903CB3855,2003,7,0.944,4,0.72,1,0.733,0.196,258.606,0,268.35546,0,146.042,-4.322,no
TRMGTET12903CE2711,1984,10,0.273,4,0.586,0,0.316,0.113,227.794,0,238.62812,0,134.395,-5.88,no
TRMGTOC12903CAF162,0,1,0.672,5,1,1,0.42,1.106,383.779,0,390.24281,0,93.351,-7.703,no
TRMGTRW128F9316BE9,0,0,0,4,1,1,0,0.131,340.997,0,343.562,0,135.114,-10.229,no
TRMGTSW12903CA60D9,0,6,0.275,4,0.11,0,0.559,0,58.212,0,62.69342,0,172.307,-10.969,no
TRMGTUX12903CD3045,0,2,0.692,4,0.835,1,0.7,0.179,270.93,0,287.92118,0,157.941,-5.387,no
TRMGTPN12903CCEB4F,0,5,0.302,3,1,1,0.342,0,441.359,0,451.49995,0,0,-4.415,no
TRMGTTW128F429E438,2006,5,0.93,4,0,1,0.87,0.127,251.757,0,267.72853,0,120.002,-7.767,no
TRMGTQV128F1467F47,0,8,0.362,1,0.155,1,0.645,0.4,144.66,0,155.48036,0,173.441,-6.429,no
TRMGTRX128F428F58B,0,4,0.787,3,1,1,0.819,0.079,180.425,0,187.8722,0,87.042,-14.78,no
TRMGTGT128F427E833,2005,9,0.487,1,0,0,0.48,0.125,309.11,0,319.76444,0,100.105,-8.086,no
TRMGTIG128F147DD8F,1995,9,0.615,4,0.646,1,0.45,0.061,114.707,0,118.07302,0,169.777,-6.082,no
TRMGTRV128F421871D,0,2,0.752,4,0.75,0,0.745,0.212,172.164,0,183.17016,0,112.917,-11.712,no
TRMGTRZ128F4226D96,0,4,0.467,4,0,0,0.46,0.392,222.314,0,227.73506,0,140.253,-6.686,no
TRMGTBY12903CCF4C6,2008,1,0.074,4,1,0,0.302,0.276,206.878,0,212.6624,0,105.135,-7.856,no
TRMGTCK128F426D850,1972,5,0.643,1,0.091,1,0.582,0.267,152.276,0,156.05506,0,97.898,-14.17,no
TRMGTWP12903CE09F3,2002,4,0.603,3,0.812,1,0.49,0.165,152.967,0,164.57098,0,105.209,-10.651,no
TRMGTDG128F9348B96,1993,9,0.284,1,0,1,0.253,0.183,150.355,0,160.54812,0,162.892,-7.052,no
TRMGTTD12903CE0302,2007,9,0.658,4,0.276,0,0.638,0.229,218.627,0,228.38812,0,133.817,-5.132,no
TRMGTCX128F9316023,2009,0,0.564,4,0.257,1,0.628,0.157,248.535,0,258.84689,0,112.593,-12.926,no
TRMGTYO12903CB81AE,0,9,0.743,4,0,0,0.586,0,494.359,0,507.58485,0,131.995,-6.299,no
TRMGTBS128F425BBFD,0,0,0.805,1,0.678,1,0.59,2.891,253.347,0,265.27302,0,90.658,-11.962,no
TRMGTDM128F9349AFA,0,0,0.259,5,0.159,1,0.293,0.839,169.587,0,174.00118,0,136.564,-16.897,no
TRMGTOR128F42B006A,2005,0,0.422,4,0.14,1,0.403,0.328,210.657,0,223.242,0,70.452,-7.614,no
TRMGTJP128F92D2942,2007,9,0.659,4,0,0,0.548,0.299,274.007,0,286.6673,0,140.181,-8.302,no
TRMGTUN12903D05B80,2007,10,0.93,3,0,0,0.827,3.117,97.436,0,97.43628,0,117.938,-28.859,no
TRMGTYO12903CB67C4,0,1,0,4,0.464,1,0,0,17.763,0,17.76281,0,93.538,-15.919,no
TRMGTEO128F931D9EF,0,10,0.635,1,0.152,1,0.625,0,144.922,0,150.7522,0,132.328,-14.814,no
TRMGTPN128F147B5E3,1987,2,0.608,4,0,1,0.439,0,241.627,0,256.88771,0,133.238,-5.282,no
TRMGTIQ12903CC897E,0,0,0.498,4,0.893,1,0.634,2.833,415.927,0,422.24281,0,124.991,-10.432,no
TRMGTKK128F92F5E48,0,6,0.112,4,0,1,0.429,2.717,229.965,0,233.01179,0,204.074,-3.296,no
TRMGTBR128F9356C52,1998,10,0,4,0.882,0,0.185,0,363.206,0,363.20608,0,161.956,-7.185,no
TRMGTKW128F42359E9,0,8,0.437,1,0,1,0.554,0,316.708,0,316.70812,0,112.435,-16.934,no
TRMGTRC128F14785AE,0,0,0.656,4,0,1,0.61,0.155,239.38,0,245.31546,0,160.139,-6.931,no
TRMGTYT128F146399B,2000,7,0.426,4,0.776,1,0.524,3.535,216.509,0,225.95873,0,110.165,-12.209,no
TRMGTRC128F92EB8B5,1976,9,0.748,4,0.003,1,0.683,0,158.43,0,177.97179,0,159.474,-6.569,no
TRMGTZY128F9353964,0,0,0.554,1,0.237,1,0.48,23.626,474.273,0,480.80934,0,146.445,-17.644,no
TRMGTJJ128F92F41B2,2004,9,0.094,4,0,0,0.255,2.386,529.299,0,538.27873,0,140.743,-7.586,no
TRMGTLN128F4218827,0,0,0.617,4,1,1,0.578,0.282,174.719,0,183.58812,0,111.626,-3.7,no
TRMGTJV128F92F00F0,0,0,0.701,4,0.098,1,0.551,0,117.104,0,123.03628,0,116.364,-6.349,no
TRMGTYG128F930641C,2005,0,0.72,4,0.289,1,0.777,0,249.626,0,261.11955,0,128.959,-5.846,no
TRMGTAL128F4278018,2006,1,0.21,1,0.029,0,0.411,5.77,153.646,0,160.20853,0,135.002,-9.335,no
TRMGTVY128F92F4B31,0,6,0.853,1,0,1,0.796,0.224,134.31,0,149.49832,0,149.745,-13.857,no
TRMGTKH128F1458DCB,1982,6,0.378,4,1,1,0.519,0,274.617,0,280.00608,0,127.178,-13.074,no
TRMGTBN128F92F5F1E,2006,11,0.626,4,0.862,1,0.459,0.287,216.364,0,224.13016,0,0,-11.278,no
TRMGTWK128F4271E2C,1992,2,0,4,0.08,1,0.186,2.775,314.926,0,323.39546,0,95.367,-7.481,no
TRMGTJC128F932419E,0,3,0,4,1,1,0.165,0.235,230.458,0,236.82567,0,121.97,-9.747,no
TRMGTMU12903CE75CB,0,3,0,4,0.71,0,0.068,0.101,294.853,0,297.9522,0,168.761,-5.226,no
TRMGTGS12903CBE08D,0,10,0,4,0.995,0,0,0.334,213.891,0,224.20853,0,91.921,-9.722,no
TRMGTSO128F145BA89,0,8,0.275,4,0,1,0.537,0,89.835,0,89.83465,0,186.054,-10.255,no
TRMGUGD128F9346405,0,7,0.883,4,1,1,0.787,4.487,201.363,0,215.74485,0,106.31,-8.126,no
TRMGUHR128F428AB5E,0,2,0.776,3,0.931,1,0.613,0,198.902,0,203.02322,0,140.911,-27.895,no
TRMGUDA128F92D4B0E,1999,11,0.082,7,1,1,0.378,0,303.398,0,310.7522,0,130.386,-6.876,no
TRMGUZB128F932CCD5,0,10,0.4,4,0.607,0,0.547,0.218,217.049,0,219.76771,0,138.622,-7.06,no
TRMGUOL128F42424F7,1998,1,0.578,4,0.624,1,0.366,3.14,202.751,0,209.65832,0,129.02,-8.255,no
TRMGUOV128F932B604,2008,10,0.48,3,0.081,0,0.628,0.218,200.168,0,202.91873,0,96.659,-3.453,no
TRMGUHF128F428CA27,1972,7,0.016,4,0.96,1,0.445,0.398,172.861,0,188.60363,0,136.06,-11.267,no
TRMGUZZ12903CC4521,0,7,0.148,4,0.441,0,0.218,0,375.74,0,386.76853,0,70.967,-14.693,no
TRMGUQV128F4232752,0,8,0.417,4,0.752,1,0.471,0,182.857,0,194.19383,0,163.952,-10.495,no
TRMGUKA12903CE7206,2010,0,0.151,3,0.75,0,0.672,10.304,102.806,0,113.31873,0,56.991,-22.098,no
TRMGURO12903CAE2F0,0,0,0.569,1,0,1,0.658,0.223,219.115,0,229.8771,0,139.038,-7.938,no
TRMGUFR128F1485A03,2006,0,0.099,4,0.569,1,0.614,0.247,280.45,0,280.45016,0,95.658,-6.141,no
TRMGUWH128F146903A,0,11,0.725,4,0.845,0,0.695,0,190.798,0,195.94404,0,95.112,-7.578,no
TRMGUJT128F932759F,2009,0,0.928,4,0.046,1,0.659,2.723,431.16,0,440.842,0,127.156,-13.182,no
TRMGUFT128F427D418,0,10,0.94,4,0,1,0.653,0.373,276.219,0,281.49506,0,156.196,-8.589,no
TRMGUYF128F933DD6F,0,7,0.531,4,0,1,0.549,0.254,144.126,0,155.14077,0,108.466,-9.536,no
TRMGUOH128F93281BA,2000,7,0.332,4,0.451,1,0.446,0.821,198.914,0,207.01995,0,127.714,-9.465,no
TRMGUEL128F4266523,2005,7,1,4,0.636,1,0.865,0.061,270.118,0,283.29751,0,110.185,-9.183,no
TRMGUCD128F4274F88,0,5,0.398,1,0,1,0.128,0.078,109.558,0,116.37506,0,160.641,-4.68,no
TRMGUGE12903CFED62,0,6,0.296,4,0,0,0.152,0.491,232.362,0,246.85669,0,104.453,-6.846,no
TRMGUYI128F933CDDF,0,5,0,1,0.747,1,0.149,0.109,588.643,0,588.64281,0,82.736,-18.617,no
TRMGUWT128F42608F1,2006,9,0.965,4,0.066,1,0.842,2.084,128.342,0,135.83628,0,181.113,-10.218,no
TRMGUHF12903D05475,2005,11,0,4,0.137,1,0,0,333.183,0,336.22159,0,86.499,-8.196,no
TRMGUIR12903CD9E15,0,7,0.233,1,0,1,0.398,0.427,229.216,0,242.07628,0,125.085,-9.501,no
TRMGUKP128F9305260,1974,0,1,4,0.476,1,0.753,0.224,229.036,0,234.762,0,117.567,-7.163,no
TRMGUPA128F9341C23,1996,7,0.549,1,0,1,0.483,0.334,152.033,0,164.54485,0,137.526,-11.969,no
TRMGUEB128F9329017,0,0,0.572,3,0.722,1,0.631,2.49,151.028,0,156.81261,0,74.95,-7.027,no
TRMGUNX128F42726EF,0,9,0.675,4,1,1,0.639,0.154,268.185,0,279.03955,0,138.297,-14.946,no
TRMGUMS128F428194C,0,3,0.55,3,0.163,1,0.677,0.107,278.7,0,278.69995,0,206.678,-20.641,no
TRMGUAL12903D0DA8B,1996,10,0.007,4,0.403,0,0,0.34,149.002,0,155.61098,0,184.613,-10.606,no
TRMGUFJ128F42A6FA8,0,10,0.354,4,0.789,0,0.248,0.16,349.164,0,355.99628,0,166.057,-10.143,no
TRMGUZL128F931C5D9,2006,4,0.236,4,1,0,0.372,0.169,230.969,0,247.32689,0,110.036,-7.747,no
TRMGUBU128F4268B8F,2006,0,0.39,4,0.623,1,0.429,0.607,164.78,0,171.57179,0,96.796,-14.41,no
TRMGUJX128F9329322,0,11,0.536,4,0.689,0,0.518,1.048,226.621,0,233.09016,0,150.587,-4.509,no
TRMGUQD128F9300BC7,0,7,0.627,4,1,0,0.57,3.965,248.581,0,253.46567,0,154.063,-10.487,no
TRMGUWE128F424C742,0,0,0.335,5,0,1,0.479,0.102,288.363,0,302.91546,0,90.027,-7.176,no
TRMGUES128EF3599F3,0,0,0.622,4,1,1,0.663,0.154,239.874,0,254.71955,0,121.979,-14.906,no
TRMGUFM128F92E4276,2003,2,0,4,0,1,0.262,0,264.591,0,279.06567,0,167.071,-3.85,no
TRMGUDG128F1456C09,1969,10,0.795,1,0,1,0.758,0.264,153.449,0,164.77995,0,136.304,-9.688,no
TRMGUQK128F426393F,1994,11,0.434,4,0.831,0,0.337,0.152,272.115,0,282.74893,0,151.594,-8.008,no
TRMGULZ12903CF9999,0,4,0.607,4,0.87,1,0.426,0.282,234.788,0,234.78812,0,150.104,-8.052,no
TRMGUME128F932E5EB,0,9,0.753,1,0.558,1,0.434,0,178.207,0,178.20689,0,74.968,-17.563,no
TRMGUMK128F9325BE9,2002,1,0.575,5,0.774,1,0.464,0.311,298.005,0,322.37669,0,88.614,-20.328,no
TRMGUOA128F9338615,1991,10,0.77,7,0.491,1,0.322,0.183,148.619,0,166.5824,0,150.07,-9.253,no
TRMGUOQ12903CA9E65,0,7,0.599,3,0.034,1,0.609,0.316,206.124,0,212.84526,0,102.634,-13.232,no
TRMGUST128F429B54B,2007,2,0.029,7,1,1,0.223,0,108.739,0,117.96853,0,132.306,-11.04,no
TRMGULB128F1490DEE,0,5,0.36,4,0,0,0.248,0.415,189.817,0,194.11546,0,74.353,-20.425,no
TRMGURM128F4233327,0,5,0.12,4,0,1,0.278,0,219.156,0,222.1971,0,116.647,-10.725,no
TRMGULB128F42565E7,2004,0,0,4,0.679,0,0.282,0.09,220.758,0,232.4371,0,125.978,-8.495,no
TRMGURL128F4229EA4,0,0,0,4,0.388,1,0,3.257,15.986,0,15.98649,0,107.482,-41.468,no
TRMGUDD128F92F26A0,2007,2,0.41,4,1,1,0.165,0,401.723,0,412.21179,0,0,-7.761,no
TRMGURQ128F423ED93,2006,2,0.173,4,0.814,1,0.518,0.403,142.472,0,145.78893,0,88.511,-7.669,no
TRMGUGH12903CBD611,2002,7,0.537,4,0.356,1,0.556,0.148,271.911,0,286.82404,0,169.835,-6.501,no
TRMGUGG128F422DFC0,0,0,0.493,1,0.942,1,0.58,0.264,240.988,0,249.73016,0,86.694,-10.441,no
TRMGULV128F4252CB8,0,4,0.004,4,0.67,0,0.214,0.09,243.827,0,253.09995,0,95.976,-14.669,no
TRMGUGH128F92FD552,1980,2,0.753,1,0,1,0.671,0.358,178.666,0,191.11138,0,155.312,-8.294,no
TRMGUOW128EF3445B1,0,7,0.628,4,1,0,0.565,0.293,157.867,0,162.37669,0,104.571,-9.911,no
TRMGUNA128F92E4CC0,2007,7,0.175,4,0.05,1,0.426,0.345,228.38,0,235.38893,0,93.018,-5.781,no
TRMGUKB128F42890EB,2005,5,0.781,4,0.111,1,0.734,1.116,247.414,0,253.77914,0,111.759,-9.87,no
TRMGUJL12903D05A69,1956,0,0,4,0.21,1,0,0,188.836,0,199.31383,0,176.145,-23.48,no
TRMGUQS128F428B716,0,9,0.9,4,0.119,1,0.727,0.2,145.223,0,153.99138,0,144.468,-10.569,no
TRMGUKV128F426BB53,0,0,1,4,0.745,1,0.73,0.56,238.765,0,253.98812,0,137.975,-6.17,no
TRMGUEF12903CFE374,0,3,0.423,4,0.567,1,0.558,0.16,194.885,0,212.79302,0,145.514,-5.723,no
TRMGUIJ128F1480D6D,1991,4,0.213,4,0.563,1,0.538,2.833,171.114,0,180.97587,0,85.787,-8.33,no
TRMGUKE128F14584CF,1990,7,0.177,4,0.715,1,0.327,0,293.669,0,307.27791,0,106.013,-14.81,no
TRMGURO128F42753C8,0,2,0.458,1,0,1,0.459,0.131,188.633,0,195.86567,0,114.836,-13.743,no
TRMGUJY128F92F9CE8,0,8,0.672,4,0.764,0,0.567,0.787,154.581,0,163.34322,0,130.067,-18.565,no
TRMGLJC128F93284F1,2003,4,0.641,3,1,1,0.636,0,219.133,0,231.02649,0,90.143,-24.267,no
TRMGLDQ128F42AA0AC,1996,8,0.435,4,0.525,1,0.654,0,373.08,0,373.08036,0,69.331,-5.831,no
TRMGLIT12903CE8397,2010,0,0.791,1,0.806,1,0.714,0.543,217.437,0,228.93669,0,83.948,-9.685,no
TRMGLPW128F42773EF,2008,11,0.654,4,0.355,1,0.583,0,278.123,0,284.08118,0,98.514,-6.377,no
TRMGLBS128F42706B4,1977,11,0.67,1,0.23,1,0.615,0.333,147.876,0,152.5024,0,140.693,-15.717,no
TRMGLTY128F424AFFC,0,2,0.583,4,0.464,0,0.326,0.212,371.572,0,391.13098,0,134.141,-14.201,no
TRMGLYP128E078AFBC,0,4,0.466,7,0.709,1,0.389,0.264,253.962,0,253.962,0,129.963,-4.793,no
TRMGLUG128F428CE49,0,8,0.541,5,0.808,1,0.61,0.148,257.921,0,271.22893,0,120.007,-6.264,no
TRMGLRW128F92EF899,1954,9,0.453,3,0.751,0,0.427,0.142,157.437,0,162.82077,0,105.681,-15.893,no
TRMGLSU128F92E56EE,0,2,0.367,3,1,0,0.443,0.903,129.95,0,137.53424,0,118.61,-12.885,no
TRMGLFG128E07929D8,1995,5,0.426,4,0,0,0.417,0.247,229.694,0,229.69424,0,182.963,-5.037,no
TRMGLRW128F427CF38,0,5,0.419,4,0.202,0,0.426,0.38,365.523,0,370.38975,0,150.013,-4.545,no
TRMGLHP128F42333C0,2005,6,0.33,1,0,0,0.188,0.38,217.449,0,231.70567,0,137.935,-7.267,no
TRMGLFV12903CEC21E,1996,0,0.703,1,0,1,0.733,0,255.46,0,269.06077,0,103.885,-12.087,no
TRMGLUS128F42727A3,2006,7,0.214,4,0,0,0.396,1.003,259.28,0,261.642,0,91.028,-12.023,no
TRMGLSZ128F9359906,1989,2,0.757,4,0.287,1,0.787,0.202,151.847,0,153.93914,0,120.166,-7.651,no
TRMGLKD128F4239CDE,0,6,0.421,4,0.717,1,0.49,7.459,253.336,0,256.83546,0,151.394,-7.744,no
TRMGLGC128F4280EB7,0,7,0.802,4,0.431,1,0.645,0.839,213.804,0,219.71546,0,142.026,-4.671,no
TRMGLUT128F932BD75,0,2,0.435,1,0,0,0.505,0.194,47.409,0,52.6624,0,29.967,-12.003,no
TRMGLLG12903CDCA36,0,0,0.084,4,0.461,1,0.53,0.34,116.982,0,123.92444,0,148.585,-13.179,no
TRMGLOC128F4246602,2006,3,0.068,4,0.997,1,0.458,0.223,202.025,0,213.73342,0,117.995,-6.136,no
TRMGLAK128F42781A2,0,10,0.484,1,1,1,0.407,0.12,214.1,0,218.48771,0,133.166,-23.5,no
TRMGLBB128F4226A24,0,5,0.059,4,1,1,0.517,0,180.035,0,180.03546,0,118.013,-3.535,no
TRMGLPG12903CE0B68,1998,9,0.749,4,0.227,1,0.504,0,306.678,0,321.2273,0,100.317,-10.693,no
TRMGLMG128F146E533,2001,6,0.467,3,0.502,1,0.002,0.253,875.079,0,908.38159,0,78.246,-12.047,no
TRMGLQN128E0792619,0,1,0.586,4,0.545,1,0.383,2.798,196.934,0,205.00853,0,87.98,-5.203,no
TRMGLRB12903CB4D0C,1997,9,0.877,1,0,1,0.72,0,232.763,0,242.6771,0,92.156,-7.43,no
TRMGLGU128F42A870B,2000,4,0.013,1,0,0,0.253,6.861,76.37,0,83.27791,0,128.144,-25.366,no
TRMGLMR12903CA5F29,0,7,0.718,4,0.648,1,0.656,0.413,115.496,0,123.29751,0,149.802,-7.613,no
TRMGLVY128F425A145,2003,10,0.567,4,0.75,0,0.485,0.295,258.287,0,260.93669,0,126.329,-6.744,no
TRMGLUV128F92D0A92,0,10,0.218,4,0,0,0.362,0.299,205.317,0,220.65587,0,151.851,-13.302,no
TRMGLPF128F426F168,2005,1,0.523,4,1,1,0.377,0,228.606,0,236.17261,0,125.032,-7.122,no
TRMGLVY128F92E92C9,1992,8,0.496,4,0.737,1,0.503,0.664,294.818,0,299.36281,0,142.408,-10.597,no
TRMGLPW12903CBDB3F,0,0,0.69,4,0.165,0,0.619,2.821,224.015,0,235.31057,0,134.006,-4.546,no
TRMGLWL128F423107C,0,1,0.433,4,0.322,1,0.317,0.229,154.268,0,161.20118,0,111.4,-8.472,no
TRMGLNE12903CDCE99,2005,5,0.038,4,0.53,1,0.45,0,93.518,0,93.51791,0,140.152,-8.137,no
TRMGLRZ128F42348E5,0,9,0.433,1,0,0,0.516,3.187,164.67,0,174.23628,0,113.983,-26.481,no
TRMGLQL128F429BBA0,2000,4,0.639,4,0.907,0,0.441,2.264,316.372,0,320.65261,0,115.046,-8.067,no
TRMGLKX128F422AD9B,0,0,0.365,4,1,1,0.44,0,284.59,0,288.10404,0,145.968,-3.885,no
TRMGLUF128F4255176,2006,2,0.647,4,0,1,0.541,0.185,223.811,0,237.81832,0,146.562,-8.505,no
TRMGLXV128F9335A6F,0,9,0.013,5,0.508,1,0.14,0.845,216.23,0,218.90567,0,94.605,-3.262,no
TRMGLAW128F14AD481,2005,4,0.508,7,1,1,0.338,0.273,225.414,0,252.26404,0,198.6,-11.074,no
TRMGLVL128F93345DB,0,5,0.477,4,0.778,0,0.537,0,124.813,0,124.81261,0,102.638,-4.683,no
TRMGLBQ128F14881E5,2008,7,0.807,4,0.044,1,0.645,2.978,244.187,0,254.06649,0,183.981,-10.048,no
TRMGLYR128F9323719,1979,0,0.973,3,0.267,1,0.999,0.07,338.524,0,362.73587,0,107.036,-10.899,no
TRMGLBR12903CDCC7E,0,6,0.514,4,0.89,0,0.507,0.195,294.922,0,301.13914,0,129.018,-12.893,no
TRMGLFD12903CEF30B,0,9,0.859,4,0.219,1,0.911,0.31,196.685,0,209.60608,0,79.753,-6.871,no
TRMGLLJ128F93417B4,2000,9,0.46,4,0.516,1,0.396,4.255,260.255,0,278.07302,0,160.082,-10.267,no
TRMGLET128F92FAD36,2008,6,0.65,4,0,1,0.441,0,279.806,0,283.92444,0,137.25,-4.424,no
TRMGLTT128F423C8E0,0,0,0.671,4,0,1,0.599,0.28,240.791,0,248.5024,0,134.133,-12.001,no
TRMGLRV128F92FAE5C,2007,5,0.274,4,0.915,0,0.381,0,349.048,0,349.04771,0,131.999,-9.814,no
TRMGLNS128F932357D,0,0,0.33,4,0.989,1,0.466,0.235,257.01,0,263.6273,0,122.791,-4.234,no
TRMGLWX128F930C547,0,0,0.6,4,0.558,1,0.386,0.311,168.153,0,177.31873,0,97.975,-4.22,no
TRMGLNL128F92FA701,0,8,0.342,3,0.752,0,0.383,0.113,361.146,0,364.5122,0,77.684,-12.929,no
TRMGLWR128F9350CA0,0,9,0.546,4,0.634,1,0.601,0,190.822,0,196.96281,0,106.083,-5.854,no
TRMGLTW128F9343145,0,9,0.317,5,0.729,1,0.31,0.078,83.615,0,91.402,0,118.836,-11.565,no
TRMGLZW12903CFA0E9,0,10,0.205,4,0,0,0.632,0.322,280.915,0,289.69751,0,129.884,-7.555,no
TRMGLWC128F932362B,1998,0,0.598,3,0.997,1,0.607,0.224,424.368,0,429.81832,0,124.006,-11.113,no
